Environmental package	Structured comment name	Definition	Expected value	Value syntax	Example	Preferred unit	Occurrence	MIXS ID	Item
food-human foods	ferm_headspace_oxy	The amount of headspace oxygen in a fermentation vessel.	value	{float} percentage	0.05	percentage	1	MIXS:0001187	fermentation headspace oxygen
food-human foods	ferm_medium	The growth medium used for the fermented food fermentation process, which supplies the required nutrients.  Usually this includes a carbon and nitrogen source, water, micronutrients and chemical additives.	growth medium	{text}	molasses		1	MIXS:0001188	fermentation medium
food-human foods	ferm_pH	The pH of the fermented food fermentation process.	measurement value	{float}	4.5		1	MIXS:0001189	fermentation pH
food-human foods	ferm_rel_humidity	The relative humidity of the fermented food fermentation process.	measurement value	{float} {unit}	95% RH	percentage	1	MIXS:0001190	fermentation relative humidity
food-human foods	ferm_temp	The temperature of the fermented food fermentation process.	measurement value	{float} {unit}	22 degrees Celsius	degree Celsius	1	MIXS:0001191	fermentation temperature
food-human foods	ferm_time	The time duration of the fermented food fermentation process.	duration	{duration}	P10D	days	1	MIXS:0001192	fermentation time
food-human foods	ferm_vessel	The type of vessel used for containment of the fermentation.	text	{text}	steel drum		1	MIXS:0001193	fermentation vessel
food-human foods	bacterial_density	Number of bacteria in sample, as defined by bacteria density (http://purl.obolibrary.org/obo/GENEPIO_0000043).	measurement value	{float} {unit}	10 colony forming units per gram dry weight	colony forming units per milliliter; colony forming units per gram of dry weight	1	MIXS:0001194	bacteria density
food-human foods	cons_food_stor_dur	The storage duration of the food commodity by the consumer, prior to onset of illness or sample collection.  Indicate the timepoint written in ISO 8601 format.	duration	{duration}	P5D	hours or days	1	MIXS:0001195	food stored by consumer (storage duration)
food-human foods	cons_food_stor_temp	Temperature at which food commodity was stored by the consumer, prior to onset of illness or sample collection.	text or measurement value	{float} {unit}|{text}	4 degree Celsius	degree Celsius	1	MIXS:0001196	food stored by consumer (storage temperature)
food-human foods	cons_purch_date	The date a food product was purchased by consumer.	date and time	{timestamp}	2019-11-30 00:00:00		1	MIXS:0001197	purchase date
food-human foods	cons_qty_purchased	The quantity of food purchased by consumer.	measurement value	{integer} {unit}	5 cans		1	MIXS:0001198	quantity purchased
food-human foods	cult_isol_date	A culture isolation date is a date-time entity marking the end of a process in which a sample yields a positive result for the target microbial analyte(s) in the form of an isolated colony or colonies.	date and time	{timestamp}	2018-05-11T10:00:00+01:00		1	MIXS:0001181	culture isolation date
food-human foods	cult_result	Any result of a bacterial culture experiment reported as a binary assessment such as positive/negative, active/inactive.	enumeration	[absent|active|inactive|negative|no|present|positive|yes]	positive		1	MIXS:0001117	culture result
food-human foods	cult_result_org	Taxonomic information about the cultured organism(s).	NCIT:C14250 or NCBI taxid	{termLabel} {[termID]}|{integer}	Listeria monocytogenes [NCIT:C86502]		m	MIXS:0001118	culture result organism
food-human foods	cult_target	The target microbial analyte in terms of investigation scope. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy.	NCIT:C14250 or NCBI taxid or culture independent	{termLabel} {[termID]}|{integer}	Listeria monocytogenes [NCIT:C86502]		m	MIXS:0001119	culture target microbial analyte
food-human foods	dietary_claim_use	These descriptors are used either for foods intended for special dietary use as defined in 21 CFR 105 or for foods that have special characteristics indicated in the name or labeling. This field accepts terms listed under dietary claim or use (http://purl.obolibrary.org/obo/FOODON_03510023). Multiple terms can be separated by one or more pipes, but please consider limiting this list to the most prominent dietary claim or use.	FOODON:03510023	{text}|{termLabel} {[termID]}	No preservatives [FOODON:03510113]		m	MIXS:0001199	dietary claim or use
food-human foods	enrichment_protocol	The microbiological workflow or protocol followed to test for the presence or enumeration of the target microbial analyte(s). Please provide a PubMed or DOI reference for published protocols.	PMID,DOI,url or free text	{PMID}|{DOI}|{URL}|{text}	BAM Chapter 4: Enumeration of Escherichia coli and the Coliform Bacteria		1	MIXS:0001177	enrichment protocol
food-human foods	food_additive	A substance or substances added to food to maintain or improve safety and freshness, to improve or maintain nutritional value, or improve taste, texture and appearance.  This field accepts terms listed under food additive (http://purl.obolibrary.org/obo/FOODON_03412972). Multiple terms can be separated by one or more pipes, but please consider limiting this list to the top 5 ingredients listed in order as on the food label.  See also, https://www.fda.gov/food/food-ingredients-packaging/overview-food-ingredients-additives-colors.	FOODON:03412972	{text}|{termLabel} {[termID]}	xanthan gum [FOODON:03413321]		m	MIXS:0001200	food additive
food-human foods	food_allergen_label	A label indication that the product contains a recognized allergen. This field accepts terms listed under dietary claim or use (http://purl.obolibrary.org/obo/FOODON_03510213).	FOODON:03510213	{text}|{termLabel} {[termID]}	food allergen labelling about crustaceans and products thereof [FOODON:03510215]		m	MIXS:0001201	food allergen labeling
food-human foods	food_contact_surf	The specific container or coating materials in direct contact with the food. Multiple values can be assigned.  This field accepts terms listed under food contact surface (http://purl.obolibrary.org/obo/FOODON_03500010).	FOODON:03500010	{text}|{termLabel} {[termID]}	cellulose acetate [FOODON:03500034]		m	MIXS:0001131	food contact surface
food-human foods	food_contain_wrap	Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form. This field accepts terms listed under food container or wrapping (http://purl.obolibrary.org/obo/FOODON_03490100).	FOODON:03490100	{text}|{termLabel} {[termID]}	Plastic shrink-pack [FOODON:03490137]		1	MIXS:0001132	food container or wrapping
food-human foods	food_cooking_proc	The transformation of raw food by the application of heat. This field accepts terms listed under food cooking (http://purl.obolibrary.org/obo/FOODON_03450002).	FOODON:03450002	{text}|{termLabel} {[termID]}	food blanching [FOODON:03470175]		m	MIXS:0001202	food cooking process
food-human foods	food_dis_point	A reference to a place on the Earth, by its name or by its geographical location that refers to a distribution point along the food chain. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448). Reference: Adam Diamond, James Barham. Moving Food Along the Value Chain: Innovations in Regional Food Distribution. U.S. Dept. of Agriculture, Agricultural Marketing Service. Washington, DC. March 2012. http://dx.doi.org/10.9752/MS045.03-2012.	country: region, specific location (city)	{term}: {term}, {text}	USA: Delmarva Peninsula or USA: Georgia, Atlanta [GAZ:00004445]		m	MIXS:0001203	food distribution point geographic location
food-human foods	food_ingredient	In this field, please list individual ingredients for multi-component food [FOODON:00002501] and simple foods that is not captured in food_type.  Please use terms that are present in FoodOn.  Multiple terms can be separated by one or more pipes |, but please consider limiting this list to the top 5 ingredients listed in order as on the food label.  See also, https://www.fda.gov/food/food-ingredients-packaging/overview-food-ingredients-additives-colors.	FOODON	{text}|{termLabel} {[termID]}	bean (whole) [FOODON:00002753]		m	MIXS:0001205	food ingredient
food-human foods	food_name_status	A datum indicating that use of a food product name is regulated in some legal jurisdiction. This field accepts terms listed under food product name legal status (http://purl.obolibrary.org/obo/FOODON_03530087).	FOODON:03530087	{termLabel} {[termID]}	protected geographic indication [FOODON:03530256]		1	MIXS:0001206	food product name legal status
food-human foods	food_origin	A reference to a place on the Earth, by its name or by its geographical location that describes the origin of the food commodity, either in terms of its cultivation or production. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448).	country: region, specific location	{term}: {term}, {text}	USA: Delmarva, Peninsula		1	MIXS:0001207	food product origin geographic location
food-human foods	food_pack_capacity	The maximum number of product units within a package	measurement value	{float} {unit}	454 grams	grams	1	MIXS:0001208	food package capacity
food-human foods	food_pack_integrity	A term label and term id to describe the state of the packing material and text to explain the exact condition.  This field accepts terms listed under food packing medium integrity (http://purl.obolibrary.org/obo/FOODON_03530218).	FOODON:03530218	{text}|{termLabel} {[termID]}	food packing medium compromised [FOODON:00002517]		m	MIXS:0001209	food packing medium integrity
food-human foods	food_pack_medium	The medium in which the food is packed for preservation and handling or the medium surrounding homemade foods, e.g., peaches cooked in sugar syrup. The packing medium may provide a controlled environment for the food. It may also serve to improve palatability and consumer appeal.  This includes edible packing media (e.g. fruit juice), gas other than air (e.g. carbon dioxide), vacuum packed, or packed with aerosol propellant. This field accepts terms under food packing medium (http://purl.obolibrary.org/obo/FOODON_03480020). Multiple terms may apply and can be separated by pipes.	FOODON:03480020	{text}|{termLabel} {[termID]}	vacuum-packed[FOODON:03480027]		m	MIXS:0001134	food packing medium
food-human foods	food_preserv_proc	The methods contributing to the prevention or retardation of microbial, enzymatic or oxidative spoilage and thus to the extension of shelf life. This field accepts terms listed under food preservation process (http://purl.obolibrary.org/obo/FOODON_03470107).	FOODON:03470107	{text}|{termLabel} {[termID]}	food slow freezing [FOODON:03470128]		m	MIXS:0001135	food preservation process
food-human foods	food_prior_contact	The material the food contacted (e.g., was processed in) prior to packaging. This field accepts terms listed under material of contact prior to food packaging (http://purl.obolibrary.org/obo/FOODON_03530077). If the proper descriptor is not listed please use text to describe the material of contact prior to food packaging.	FOODON:03530077	{text}|{termLabel} {[termID]}	processed in stainless steel container [FOODON:03530081]		m	MIXS:0001210	material of contact prior to food packaging
food-human foods	food_prod	Descriptors of the food production system or of the agricultural environment and growing conditions related to the farm production system, such as wild caught, organic, free-range, industrial, dairy, beef,  domestic or cultivated food production. This field accepts terms listed under food production (http://purl.obolibrary.org/obo/FOODON_03530206). Multiple terms may apply and can be separated by pipes.	FOODON:03530206	{termLabel} {[termID]}	organic plant cultivation [FOODON:03530253]		m	MIXS:0001211	food production system characteristics
food-human foods	food_prod_synonym	Other names by which the food product is known by (e.g., regional or non-English names).	text	{text}	pinot gris		m	MIXS:0001212	food product synonym
food-human foods	food_product_qual	"Descriptors for describing food visually or via other senses, which is useful for tasks like food inspection where little prior knowledge of how the food came to be is available. Some terms like ""food (frozen)"" are both a quality descriptor and the output of a process. This field accepts terms listed under food product by quality (http://purl.obolibrary.org/obo/FOODON_00002454)."	FOODON:00002454	{termLabel} {[termID]}	raw [FOODON:03311126]		1	MIXS:0001213	food product by quality
food-human foods	food_quality_date	"The date recommended for the use of the product while at peak quality, this date is not a reflection of safety unless used on infant formula this date is not a reflection of safety and is typically labeled on a food product as ""best if used by,"" best by,"" ""use by,"" or ""freeze by."""	enumeration, date	[best by|best if used by|freeze by||use by]; date	best by 2020-05-24		1	MIXS:0001178	food quality date
food-human foods	food_source	Type of plant or animal from which the food product or its major ingredient is derived or a chemical food source [FDA CFSAN 1995].	FOODON term	{termLabel} {[termID]}	giant tiger prawn [FOODON:03412612]		1	MIXS:0001139	food source
food-human foods	food_trace_list	The FDA is proposing to establish additional traceability recordkeeping requirements (beyond what is already required in existing regulations) for persons who manufacture, process, pack, or hold foods the Agency has designated for inclusion on the Food Traceability List. The Food Traceability List (FTL) identifies the foods for which the additional traceability records described in the proposed rule would be required. The term “Food Traceability List” (FTL) refers not only to the foods specifically listed (https://www.fda.gov/media/142303/download), but also to any foods that contain listed foods as ingredients.	enumeration	[cheeses-other than hard cheeses|cucumbers|crustaceans|finfish-including smoked finfish|fruits and vegetables-fresh cut|herbs-fresh|leafy greens-including fresh cut leafy greens|melons|mollusks-bivalves|nut butter|peppers|ready to eat deli salads|sprouts|tomatoes|tropical tree fruits|shell eggs]	tropical tree fruits		1	MIXS:0001214	food traceability list category
food-human foods	food_trav_mode	A descriptor for the method of movement of food commodity along the food distribution system.  This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.	GENEPIO:0001064	{termLabel} {[termID]}	train travel [GENEPIO:0001060]		m	MIXS:0001137	food shipping transportation method
food-human foods	food_trav_vehic	A descriptor for the mobile machine which is used to transport food commodities along the food distribution system.  This field accepts terms listed under vehicle (http://purl.obolibrary.org/obo/ENVO_01000604). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.	ENVO:01000604	{text}|{termLabel} {[termID]}	aircraft [ENVO:01001488]|car [ENVO:01000605]		m	MIXS:0001138	Food shipping transportation vehicle
food-human foods	food_treat_proc	Used to specifically characterize a food product based on the treatment or processes applied to the product or any indexed ingredient. The processes include adding, substituting or removing components or modifying the food or component, e.g., through fermentation. Multiple values can be assigned. This fields accepts terms listed under food treatment process (http://purl.obolibrary.org/obo/FOODON_03460111).	FOODON:03460111	{text}|{termLabel} {[termID]}	gluten removal process [FOODON:03460750]		m	MIXS:0001140	food treatment process
food-human foods	HACCP_term	Hazard Analysis Critical Control Points (HACCP) food safety terms; This field accepts terms listed under HACCP guide food safety term (http://purl.obolibrary.org/obo/FOODON_03530221).	FOODON:03530221	{termLabel} {[termID]}	tetrodotoxic poisoning [FOODON:03530249]		m	MIXS:0001215	Hazard Analysis Critical Control Points (HACCP) guide food safety term
food-human foods	intended_consumer	Food consumer type, human or animal, for which the food product is produced and marketed. This field accepts terms listed under food consumer group (http://purl.obolibrary.org/obo/FOODON_03510136) or NCBI taxid.	FOODON_03510136 or NCBI taxid	{integer}|{termLabel} {[termID]}        	9606 o rsenior as food consumer [FOODON:03510254] 		m	MIXS:0001144	intended consumer
food-human foods	library_prep_kit	Packaged kits (containing adapters, indexes, enzymes, buffers etc.), tailored for specific sequencing workflows, which allow the simplified preparation of sequencing-ready libraries for small genomes, amplicons, and plasmids.	name of library preparation kit	{text}	Illumina DNA Prep		1	MIXS:0001145	library preparation kit
food-human foods	lot_number	A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product within a batch. Synonym: Batch Number.  The submitter should provide lot number of the item followed by the item name for which the lot number was provided.	lot number, item	{integer}, {text}	1239ABC01A, split Cornish hens		m	MIXS:0001147	lot number
food-human foods	microb_cult_med	A culture medium used to select for, grow, and maintain prokaryotic microorganisms. Can be in either liquid (broth) or solidified (e.g. with agar) forms. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the culture medium.	MICRO:0000067	{text}|{termLabel} {[termID]}	brain heart infusion agar [MICRO:0000566]		1	MIXS:0001216	microbiological culture medium
food-human foods	microb_start	Any type of microorganisms used in food production.  This field accepts terms listed under live organisms for food production (http://purl.obolibrary.org/obo/FOODON_0344453).	FOODON:03544453	{term label} {[termID]}|{text}	starter cultures [FOODON:03544454]		1	MIXS:0001217	microbial starter
food-human foods	microb_start_count	Total cell count of starter culture per gram, volume or area of sample and the method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) should also be provided. (example : total prokaryotes; 3.5e7 cells per ml; qPCR).	organism name; measurement value; enumeration	{text};{float} {unit};[ATP|MPN|qPCR|spread plate|other]	total prokaryotes;3.5e9 colony forming units per milliliter;spread plate	colony forming units per milliliter; colony forming units per gram of dry weight	1	MIXS:0001218	microbial starter organism count
food-human foods	microb_start_inoc	The amount of starter culture used to inoculate a new batch.	measurement	{float} {unit}	100 milligrams	milligram or gram	1	MIXS:0001219	microbial starter inoculation
food-human foods	microb_start_prep	Information about the protocol or method used to prepare the starter inoculum.	text	{text}	liquid starter culture, propagated 3 cycles in milk prior to inoculation		1	MIXS:0001220	microbial starter preparation
food-human foods	microb_start_source	The source from which the microbial starter culture was sourced.  If commercially supplied, list supplier.	text	{text}	backslopped, GetCulture		1	MIXS:0001221	microbial starter source
food-human foods	microb_start_taxID	Please include Genus species and strain ID, if known of microorganisms used in food production. For complex communities, pipes can be used to separate two or more microbes.	NCIT:C14250 or NCBI taxid	{termLabel} {[termID]}|{integer}	Lactobacillus rhamnosus [NCIT:C123495]		1	MIXS:0001222	microbial starter NCBI taxonomy ID
food-human foods	nucl_acid_ext_kit	The name of the extraction kit used to recover the nucleic acid fraction of an input material is performed.	The name of an extraction kit	{text}	Qiagen PowerSoil Kit		m	MIXS:0001223	nucleic acid extraction kit
food-human foods	num_samp_collect	The number of samples collected during the current sampling event.	measurement value	{float} {unit}	116 samples		1	MIXS:0001224	number of samples collected
food-human foods	part_plant_animal	The anatomical part of the organism being involved in food production or consumption; e.g., a carrot is the root of the plant (root vegetable). This field accepts terms listed under part of plant or animal (http://purl.obolibrary.org/obo/FOODON_03420116).	FOODON:03420116	{text}|{termLabel} {[termID]}	chuck [FOODON:03530021]		m	MIXS:0001149	part of plant or animal
food-human foods	repository_name	"The name of the institution where the sample or DNA extract is held or ""sample not available"" if the sample was used in its entirety for analysis or otherwise not retained."	Institution	{text}	FDA CFSAN Microbiology Laboratories		m	MIXS:0001152	repository name
food-human foods	sample_collec_method	The method employed for collecting the sample.	PMID,DOI,url , or text	{PMID}|{DOI}|{URL}|{text}	environmental swab sampling		1	MIXS:0001225	sample collection method
food-human foods	samp_pooling	Physical combination of several instances of like material, e.g. RNA extracted from samples or dishes of cell cultures into one big aliquot of cells. Please provide a short description of the samples that were pooled.	text	{text}	5uL of extracted genomic DNA from 5 leaves were pooled		m	MIXS:0001153	sample pooling
food-human foods	samp_rep_biol	Measurements of biologically distinct samples that show biological variation.	measurement value	{float} {unit}	6 replicates		1	MIXS:0001226	biological sample replicate
food-human foods	samp_rep_tech	Repeated measurements of the same sample that show independent measures of the noise associated with the equipment and the protocols.	measurement value	{float} {unit}	10 replicates		1	MIXS:0001227	technical sample replicate
food-human foods	samp_source_mat_cat	This is the scientific role or category that the subject organism or material has with respect to an investigation.  This field accepts terms listed under specimen source material category (http://purl.obolibrary.org/obo/GENEPIO_0001237 or http://purl.obolibrary.org/obo/OBI_0100051).	GENEPIO:0001237	{termLabel} {[termID]}	environmental (swab or sampling) [GENEPIO:0001732]		1	MIXS:0001154	sample source material category
food-human foods	samp_stor_device	The container used to store the  sample. This field accepts terms listed under container (http://purl.obolibrary.org/obo/NCIT_C43186). If the proper descriptor is not listed please use text to describe the storage device.	NCIT:C4318	{text}|{termLabel} {[termID]}	Whirl Pak sampling bag [GENEPIO:0002122]		1	MIXS:0001228	sample storage device
food-human foods	samp_stor_media	The liquid that is added to the sample collection device prior to sampling. If the sample is pre-hydrated, indicate the liquid media the sample is pre-hydrated with for storage purposes. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the sample storage media.	MICRO:0000067	{text}|{termLabel} {[termID]}	peptone water medium [MICRO:0000548]		1	MIXS:0001229	sample storage media
food-human foods	samp_transport_cont	Conatiner in which the sample was stored during transport. Indicate the location name.	enumeration	[bottle|cooler|glass vial|plastic vial||vendor supplied container]	cooler		1	MIXS:0001230	sample transport  container
food-human foods	samp_transport_dur	The duration of time from when the sample was collected until processed. Indicate the duration for which the sample was stored written in ISO 8601 format.	measurement value	{float} {unit}	P10D	days	1	MIXS:0001231	sample transport duration
food-human foods	samp_transport_temp	Temperature at which sample was transported, e.g. -20 or 4 degree Celsius.	text or measurement value	{float} {unit} {text}	4 degree Celsius	degree Celsius	1	MIXS:0001232	sample transport temperature
food-human foods	samp_purpose	The reason that the sample was collected.	enumeration or {text}	[active surveillance in response to an outbreak|active surveillance not initiated by an outbreak|clinical trial|cluster investigation|environmental assessment|farm sample|field trial|for cause|industry internal investigation|market sample|passive surveillance|population based studies|research|research and development] or {text}	field trial		1	MIXS:0001151	purpose of sampling
food-human foods	sequencing_kit	Pre-filled, ready-to-use reagent cartridges. Used to produce improved chemistry, cluster density and read length as well as improve quality (Q) scores. Reagent components are encoded to interact with the sequencing system to validate compatibility with user-defined applications. Indicate name of the sequencing kit.	name of sequencing kit used	{text}	NextSeq 500/550 High Output Kit v2.5 (75 Cycles)		1	MIXS:0001155	sequencing kit
food-human foods	sequencing_location	The location the sequencing run was performed. Indicate the name of the lab or core facility where samples were sequenced.	text	{text}	University of Maryland Genomics Resource Center		1	MIXS:0001156	sequencing location
food-human foods	serovar_or_serotype	A characterization of a cell or microorganism based on the antigenic properties of the molecules on its surface. Indicate the name of a serovar or serotype of interest. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy.	NCIT:C14250 or NCBI taxid	{termLabel} {[termID]}|{integer}	Escherichia coli strain O157:H7 [NCIT:C86883]		m	MIXS:0001157	serovar or serotype
food-human foods	spikein_AMR	Qualitative description of a microbial response to antimicrobial agents. Bacteria may be susceptible or resistant to a broad range of antibiotic drugs or drug classes, with several intermediate states or phases. This field accepts terms under antimicrobial phenotype (http://purl.obolibrary.org/obo/ARO_3004299).	measurement value ARO:3004299	{float} {unit};{termLabel} {[termID]}	wild type [ARO:3004432]		m	MIXS:0001235	antimicrobial phenotype of spike-in bacteria
food-human foods	spikein_antibiotic	Antimicrobials used in research study to assess effects of exposure on microbiome of a specific site.  Please list antimicrobial, common name and/or class and concentration used for spike-in.	drug name; concentration	{text} {integer}	Tetracycline at 5 mg/ml		m	MIXS:0001171	spike-in with antibiotics
food-human foods	spikein_growth_med	A liquid or gel containing nutrients, salts, and other factors formulated to support the growth of microorganisms, cells, or plants (National Cancer Institute Thesaurus).  A growth medium is a culture medium which has the disposition to encourage growth of particular bacteria to the exclusion of others in the same growth environment.  In this case, list the culture medium used to propagate the spike-in bacteria during preparation of spike-in inoculum. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the spike in growth media.	MICRO:0000067	{text}|{termLabel} {[termID]}	LB broth [MCO:0000036]		m	MIXS:0001169	spike-in growth medium
food-human foods	spikein_metal	Heavy metals used in research study to assess effects of exposure on microbiome of a specific site.  Please list heavy metals and concentration used for spike-in.	heavy metal name or chemical symbol; concentration	{text} {integer}	Cd at 20 ppm		m	MIXS:0001172	spike-in with heavy metals
food-human foods	spikein_org	Taxonomic information about the spike-in organism(s). This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.	NCIT:C14250 or NCBI taxid	{termLabel} {[termID]}|{integer}	Listeria monocytogenes [NCIT:C86502]|28901		m	MIXS:0001167	spike in organism
food-human foods	spikein_serovar	Taxonomic information about the spike-in organism(s) at the serovar or serotype level. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.	NCIT:C14250 or antigenic formula or serovar name	{termLabel} {[termID]}|{integer}	Escherichia coli strain O157:H7 [NCIT:C86883]|83334		m	MIXS:0001168	spike-in bacterial serovar or serotype
food-human foods	spikein_strain	Taxonomic information about the spike-in organism(s) at the strain level. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.	NCIT:C14250 or NCBI taxid or text	{termLabel} {[termID]}|{integer}	169963		m	MIXS:0001170	spike-in microbial strain
food-human foods	study_design	A plan specification comprised of protocols (which may specify how and what kinds of data will be gathered) that are executed as part of an investigation and is realized during a study design execution. This field accepts terms under study design (http://purl.obolibrary.org/obo/OBI_0500000). If the proper descriptor is not listed please use text to describe the study design. Multiple terms can be separated by pipes.	OBI:0500000	{text}|{termLabel} {[termID]}	in vitro design [OBI:0001285]		m	MIXS:0001236	study design
food-human foods	study_inc_dur	Sample incubation duration if unpublished or unvalidated method is used. Indicate the timepoint written in ISO 8601 format.	duration	{float} {unit}	P24H	hours or days	1	MIXS:0001237	study incubation duration
food-human foods	study_inc_temp	Sample incubation temperature if unpublished or unvalidated method is used.	measurement value	{float} {unit}	37 degree Celsius	degree Celsius	1	MIXS:0001238	study incubation temperature
food-human foods	study_timecourse	For time-course research studies involving samples of the food commodity, indicate the total duration of the time-course study.	measurement value	{float} {unit}	2 days post inoculation	dpi	1	MIXS:0001239	time-course duration
food-human foods	study_tmnt	A process in which the act is intended to modify or alter some other material entity.  From the study design, each treatment is comprised of one level of one or multiple factors. This field accepts terms listed under treatment (http://purl.obolibrary.org/obo/MCO_0000866). If the proper descriptor is not listed please use text to describe the study treatment. Multiple terms can be separated by one or more pipes.	MCO:0000866	{text}|{termLabel} {[termID]}	Factor A|spike-in|levels high, medium, low		m	MIXS:0001240	study treatment
food-human foods	timepoint	Time point at which a sample or observation is made or taken from a biomaterial as measured from some reference point. Indicate the timepoint written in ISO 8601 format.	duration	{float}	P24H	hours or days	1	MIXS:0001173	timepoint
food-human foods	misc_param	Any other measurement performed or parameter collected, that is not listed here.	parameter name; measurement value	{text};{float} {unit}	Bicarbonate ion concentration;2075 micromole per kilogram		m	MIXS:0000752	miscellaneous parameter
food-animal and animal feed	samp_name	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	text	{text}	ISDsoil1	 	1	MIXS:0001107	sample name 
food-animal and animal feed	project_name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		1	MIXS:0000092	project name
food-animal and animal feed	lat_lon	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system.	decimal degrees,  limit to 8 decimal points	{float} {float}	50.586825 6.408977		1	MIXS:0000009	geographic location (latitude and longitude)
food-animal and animal feed	geo_loc_name	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://purl.bioontology.org/ontology/GAZ).	country or sea name (INSDC or GAZ): region(GAZ), specific location name	{term}: {term}, {text}	USA: Maryland, Bethesda		1	MIXS:0000010	geographic location (country and/or sea,region)
food-animal and animal feed	collection_date	The time of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01; 2008; Except: 2008-01; 2008 all are ISO8601 compliant.	date and time	{timestamp}	2018-05-11T10:00:00+01:00		1	MIXS:0000011	collection date
food-animal and animal feed	env_broad_scale	Report the major environmental system the sample or specimen came from. The system(s) identified should have a coarse spatial grain, to provide the general environmental context of where the sampling was done (e.g. in the desert or a rainforest). We recommend using subclasses of EnvO’s biome class:  http://purl.obolibrary.org/obo/ENVO_00000428. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS	Add terms that identify the major environment type(s) where your sample was collected. Recommend subclasses of biome [ENVO:00000428]. Multiple terms can be separated by one or more pipes e.g.: mangrove biome [ENVO:01000181]|estuarine biome [ENVO:01000020]	{termLabel} {[termID]}	forest biome [ENVO:01000174]		1	MIXS:0000012	broad-scale environmental context
food-animal and animal feed	env_local_scale	Report the entity or entities which are in the sample or specimen’s local vicinity and which you believe have significant causal influences on your sample or specimen. We recommend using EnvO terms which are of smaller spatial grain than your entry for env_broad_scale. Terms, such as anatomical sites, from other OBO Library ontologies which interoperate with EnvO (e.g. UBERON) are accepted in this field. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS	Add terms that identify environmental entities having causal influences upon the entity at time of sampling, multiple terms can be separated by pipes, e.g.: shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]	{termLabel} {[termID]}	litter layer [ENVO:01000338]		1	MIXS:0000013	local environmental context
