class	slot	recommended	required	slot_uri	checklist	slot notes	instance notes	scn token inconsistencies	sheet	MIXS ID	Environmental package	Structured comment name	Item (rdfs:label) / Package item	Definition	Expected value	Value syntax	Example	Section	Requirement	migs_eu	migs_ba	migs_pl	migs_vi	migs_org	mims	mimarks_s	mimarks_c	misag	mimag	miuvig	Preferred unit	Occurence/Occurrence
Soil	ph			MIXS:0001001					environmental_packages	MIXS:0001001	soil	ph	pH	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	measurement value	{float}	7.2		X													1
WastewaterSludge	ph			MIXS:0001001					environmental_packages	MIXS:0001001	wastewater/sludge	ph	pH	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	measurement value	{float}	7.2		X													1
Water	ph			MIXS:0001001					environmental_packages	MIXS:0001001	water	ph	pH	Ph measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid	measurement value	{float}	7.2		X													1
FoodFarmEnvironment	ph_meth			MIXS:0001106					environmental_packages	MIXS:0001106	food-farm environment	ph_meth	pH method	Reference or method used in determining pH.	PMID,DOI or url	{PMID}|{DOI}|{URL}	https://www.epa.gov/sites/production/files/2015-12/documents/9040c.pdf		X													1
Soil	ph_meth			MIXS:0001106					environmental_packages	MIXS:0001106	soil	ph_meth	pH method	Reference or method used in determining ph	PMID,DOI or url	{PMID}|{DOI}|{URL}			X													1
PlantAssociated	ph_regm			MIXS:0001056					environmental_packages	MIXS:0001056	plant-associated	ph_regm	pH regimen	Information about treatment involving exposure of plants to varying levels of ph of the growth media, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimen	measurement value;treatment interval and duration	{float};{Rn/start_time/end_time/duration}	7.6;R2/2018-05-11:T14:30/2018-05-11T19:30/P1H30M		X													m
MicrobialMatBiofilm	phaeopigments			MIXS:0000180					environmental_packages	MIXS:0000180	microbial mat/biofilm	phaeopigments	phaeopigments	Concentration of phaeopigments; can include multiple phaeopigments	phaeopigment name;measurement value	{text};{float} {unit}	2.5 milligram per cubic meter		X												milligram per cubic meter	m
Sediment	phaeopigments			MIXS:0000180					environmental_packages	MIXS:0000180	sediment	phaeopigments	phaeopigments	Concentration of phaeopigments; can include multiple phaeopigments	phaeopigment name;measurement value	{text};{float} {unit}	2.5 milligram per cubic meter		X												milligram per cubic meter	m
Water	phaeopigments			MIXS:0000180					environmental_packages	MIXS:0000180	water	phaeopigments	phaeopigments	Concentration of phaeopigments; can include multiple phaeopigments	phaeopigment name;measurement value	{text};{float} {unit}	2.5 milligram per cubic meter		X												milligram per cubic meter	m
MicrobialMatBiofilm	phosphate			MIXS:0000505					environmental_packages	MIXS:0000505	microbial mat/biofilm	phosphate	phosphate	Concentration of phosphate	measurement value	{float} {unit}	0.7 micromole per liter		X												micromole per liter	1
MiscellaneousNaturalOrArtificialEnvironment	phosphate			MIXS:0000505					environmental_packages	MIXS:0000505	miscellaneous natural or artificial environment	phosphate	phosphate	Concentration of phosphate	measurement value	{float} {unit}	0.7 micromole per liter		X												micromole per liter	1
Sediment	phosphate			MIXS:0000505					environmental_packages	MIXS:0000505	sediment	phosphate	phosphate	Concentration of phosphate	measurement value	{float} {unit}	0.7 micromole per liter		X												micromole per liter	1
WastewaterSludge	phosphate			MIXS:0000505					environmental_packages	MIXS:0000505	wastewater/sludge	phosphate	phosphate	Concentration of phosphate	measurement value	{float} {unit}	0.7 micromole per liter		X												micromole per liter	1
Water	phosphate			MIXS:0000505					environmental_packages	MIXS:0000505	water	phosphate	phosphate	Concentration of phosphate	measurement value	{float} {unit}	0.7 micromole per liter		X												micromole per liter	1
MicrobialMatBiofilm	phosplipid_fatt_acid			MIXS:0000181					environmental_packages	MIXS:0000181	microbial mat/biofilm	phosplipid_fatt_acid	phospholipid fatty acid	Concentration of phospholipid fatty acids; can include multiple values	phospholipid fatty acid name;measurement value	{text};{float} {unit}	2.98 milligram per liter		X												mole per gram, mole per liter	m
MiscellaneousNaturalOrArtificialEnvironment	phosplipid_fatt_acid			MIXS:0000181					environmental_packages	MIXS:0000181	miscellaneous natural or artificial environment	phosplipid_fatt_acid	phospholipid fatty acid	Concentration of phospholipid fatty acids; can include multiple values	phospholipid fatty acid name;measurement value	{text};{float} {unit}	2.98 milligram per liter		X												mole per gram, mole per liter	m
Sediment	phosplipid_fatt_acid			MIXS:0000181					environmental_packages	MIXS:0000181	sediment	phosplipid_fatt_acid	phospholipid fatty acid	Concentration of phospholipid fatty acids; can include multiple values	phospholipid fatty acid name;measurement value	{text};{float} {unit}	2.98 milligram per liter		X												mole per gram, mole per liter	m
Water	phosplipid_fatt_acid			MIXS:0000181					environmental_packages	MIXS:0000181	water	phosplipid_fatt_acid	phospholipid fatty acid	Concentration of phospholipid fatty acids; can include multiple values	phospholipid fatty acid name;measurement value	{text};{float} {unit}	2.98 milligram per liter		X												mole per gram, mole per liter, milligram per liter	m
Water	photon_flux			MIXS:0000725					environmental_packages	MIXS:0000725	water	photon_flux	photon flux	Measurement of photon flux	measurement value	{float} {unit}	3.926 micromole photons per second per square meter		X												number of photons per second per unit area	1
Agriculture	plant_growth_med			MIXS:0001057					environmental_packages	MIXS:0001057	agriculture	plant_growth_med	plant growth medium	Specification of the media for growing the plants or tissue cultured samples, e.g. soil, aeroponic, hydroponic, in vitro solid culture medium, in vitro liquid culture medium. Recommended value is a specific value from EO:plant growth medium (follow this link for terms http://purl.obolibrary.org/obo/EO_0007147) or other controlled vocabulary	EO or enumeration	{termLabel} {[termID]} or [husk|other artificial liquid medium|other artificial solid medium|peat moss|perlite|pumice|sand|soil|vermiculite|water]	hydroponic plant culture media [EO:0007067]		X													1
FoodFarmEnvironment	plant_growth_med			MIXS:0001057					environmental_packages	MIXS:0001057	food-farm environment	plant_growth_med	plant growth medium	Specification of the media for growing the plants or tissue cultured samples, e.g. soil, aeroponic, hydroponic, in vitro solid culture medium, in vitro liquid culture medium. Recommended value is a specific value from EO:plant growth medium (follow this link for terms http://purl.obolibrary.org/obo/EO_0007147) or other controlled vocabulary	EO or enumeration	{termLabel} {[termID]} or [husk|other artificial liquid medium|other artificial solid medium|peat moss|perlite|pumice|sand|soil|vermiculite|water]	soil		X													m
PlantAssociated	plant_growth_med			MIXS:0001057					environmental_packages	MIXS:0001057	plant-associated	plant_growth_med	plant growth medium	Specification of the media for growing the plants or tissue cultured samples, e.g. soil, aeroponic, hydroponic, in vitro solid culture medium, in vitro liquid culture medium. Recommended value is a specific value from EO:plant growth medium (follow this link for terms http://purl.obolibrary.org/obo/EO_0007147) or other controlled vocabulary	EO or enumeration	{termLabel} {[termID]} or [husk|other artificial liquid medium|other artificial solid medium|peat moss|perlite|pumice|sand|soil|vermiculite|water]	hydroponic plant culture media [EO:0007067]		X													1
FoodFarmEnvironment	plant_part_maturity			MIXS:0001120					environmental_packages	MIXS:0001120	food-farm environment	plant_part_maturity	degree of plant part maturity	A description of the stage of development of a plant or plant part based on maturity or ripeness. This field accepts terms listed under degree of plant maturity (http://purl.obolibrary.org/obo/FOODON_03530050).	FOODON:03530050	{term label}{term ID}	ripe or mature [FOODON:03530052]		X													1
PlantAssociated	plant_product			MIXS:0001058					environmental_packages	MIXS:0001058	plant-associated	plant_product	plant product	Substance produced by the plant, where the sample was obtained from	product name	{text}	xylem sap [PO:0025539]		X													1
FoodFarmEnvironment	plant_reprod_crop			MIXS:0001150					environmental_packages	MIXS:0001150	food-farm environment	plant_reprod_crop	plant reproductive part	Plant reproductive part used in the field during planting to start the crop.	enumeration	[plant cutting|pregerminated seed|ratoon|seed|seedling|whole mature plant]	seedling		X													m
PlantAssociated	plant_sex			MIXS:0001059					environmental_packages	MIXS:0001059	plant-associated	plant_sex	plant sex	Sex of the reproductive parts on the whole plant, e.g. pistillate, staminate, monoecieous, hermaphrodite.	enumeration	[Androdioecious|Androecious|Androgynous|Androgynomonoecious|Andromonoecious|Bisexual|Dichogamous|Diclinous|Dioecious|Gynodioecious|Gynoecious|Gynomonoecious|Hermaphroditic|Imperfect|Monoclinous|Monoecious|Perfect|Polygamodioecious|Polygamomonoecious|Polygamous|Protandrous|Protogynous|Subandroecious|Subdioecious|Subgynoecious|Synoecious|Trimonoecious|Trioecious|Unisexual]	Hermaphroditic		X													1
PlantAssociated	plant_struc			MIXS:0001060					environmental_packages	MIXS:0001060	plant-associated	plant_struc	plant structure	Name of plant structure the sample was obtained from; for Plant Ontology (PO) (v releases/2017-12-14) terms, see http://purl.bioontology.org/ontology/PO, e.g. petiole epidermis (PO_0000051). If an individual flower is sampled, the sex of it can be recorded here.	PO	{termLabel} {[termID]}	epidermis [PO:0005679]		X													1
Air	pollutants			MIXS:0000107					environmental_packages	MIXS:0000107	air	pollutants	pollutants	Pollutant types and, amount or concentrations measured at the time of sampling; can report multiple pollutants by entering numeric values preceded by name of pollutant	pollutant name;measurement value	{text};{float} {unit}	lead;0.15 microgram per cubic meter		X												gram, mole per liter, milligram per liter, microgram per cubic meter	m
FoodAnimalAndAnimalFeed	pool_dna_extracts			MIXS:0000325					environmental_packages	MIXS:0000325	food-animal and animal feed	pool_dna_extracts	pooling of DNA extracts (if done)	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given.	pooling status;number of pooled extracts	{boolean},{integer}	yes, 5		X													m
FoodFoodProductionFacility	pool_dna_extracts			MIXS:0000325					environmental_packages	MIXS:0000325	food-food production facility	pool_dna_extracts	pooling of DNA extracts (if done)	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given.	pooling status;number of pooled extracts	{boolean},{integer}	yes, 5		X													m
FoodHumanFoods	pool_dna_extracts			MIXS:0000325					environmental_packages	MIXS:0000325	food-human foods	pool_dna_extracts	pooling of DNA extracts (if done)	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given.	pooling status;number of pooled extracts	{boolean},{integer}	yes, 5		X													m
Soil	pool_dna_extracts			MIXS:0000325					environmental_packages	MIXS:0000325	soil	pool_dna_extracts	pooling of DNA extracts (if done)	Indicate whether multiple DNA extractions were mixed. If the answer yes, the number of extracts that were pooled should be given	pooling status;number of pooled extracts	{boolean};{integer}	yes;5		X													1
Agriculture	porosity			MIXS:0000211					environmental_packages	MIXS:0000211	agriculture	porosity	porosity	Porosity of deposited sediment is volume of voids divided by the total volume of sample.	measurement value or range	{float} - {float} {unit}			X												percentage	1
HydrocarbonResourcesCores	porosity			MIXS:0000211					environmental_packages	MIXS:0000211	hydrocarbon resources-cores	porosity	porosity	Porosity of deposited sediment is volume of voids divided by the total volume of sample	measurement value or range	{float} - {float} {unit}			X												percentage	1
Sediment	porosity			MIXS:0000211					environmental_packages	MIXS:0000211	sediment	porosity	porosity	Porosity of deposited sediment is volume of voids divided by the total volume of sample	measurement value or range	{float} - {float} {unit}			X												percentage	1
HydrocarbonResourcesCores	potassium			MIXS:0000430					environmental_packages	MIXS:0000430	hydrocarbon resources-cores	potassium	potassium	Concentration of potassium in the sample	measurement value	{float} {unit}	463 milligram per liter		X												milligram per liter, parts per million	1
HydrocarbonResourcesFluidsSwabs	potassium			MIXS:0000430					environmental_packages	MIXS:0000430	hydrocarbon resources-fluids/swabs	potassium	potassium	Concentration of potassium in the sample	measurement value	{float} {unit}	463 milligram per liter		X												milligram per liter, parts per million	1
MicrobialMatBiofilm	potassium			MIXS:0000430					environmental_packages	MIXS:0000430	microbial mat/biofilm	potassium	potassium	Concentration of potassium in the sample	measurement value	{float} {unit}	463 milligram per liter		X												milligram per liter, parts per million	1
MiscellaneousNaturalOrArtificialEnvironment	potassium			MIXS:0000430					environmental_packages	MIXS:0000430	miscellaneous natural or artificial environment	potassium	potassium	Concentration of potassium in the sample	measurement value	{float} {unit}	463 milligram per liter		X												milligram per liter, parts per million	1
Sediment	potassium			MIXS:0000430					environmental_packages	MIXS:0000430	sediment	potassium	potassium	Concentration of potassium in the sample	measurement value	{float} {unit}	463 milligram per liter		X												milligram per liter, parts per million	1
Water	potassium			MIXS:0000430					environmental_packages	MIXS:0000430	water	potassium	potassium	Concentration of potassium in the sample	measurement value	{float} {unit}	463 milligram per liter		X												milligram per liter, parts per million	1
HydrocarbonResourcesCores	pour_point			MIXS:0000127					environmental_packages	MIXS:0000127	hydrocarbon resources-cores	pour_point	pour point	Temperature at which a liquid becomes semi solid and loses its flow characteristics. In crude oil a high pour point is generally associated with a high paraffin content, typically found in crude deriving from a larger proportion of plant material. (soure: https://en.wikipedia.org/wiki/pour_point)	measurement value	{float} {unit}			X												degree Celsius	1
HydrocarbonResourcesFluidsSwabs	pour_point			MIXS:0000127					environmental_packages	MIXS:0000127	hydrocarbon resources-fluids/swabs	pour_point	pour point	Temperature at which a liquid becomes semi solid and loses its flow characteristics. In crude oil a high pour point is generally associated with a high paraffin content, typically found in crude deriving from a larger proportion of plant material. (soure: https://en.wikipedia.org/wiki/pour_point)	measurement value	{float} {unit}			X												degree Celsius	1
WastewaterSludge	pre_treatment			MIXS:0000348					environmental_packages	MIXS:0000348	wastewater/sludge	pre_treatment	pre-treatment	The process of pre-treatment removes materials that can be easily collected from the raw wastewater	pre-treatment type	{text}			X													1
HumanVaginal	pregnancy			MIXS:0000966					environmental_packages	MIXS:0000966	human-vaginal	pregnancy	pregnancy	Date due of pregnancy	timestamp	{timestamp}	43231		X													1
Agriculture	pres_animal_insect			MIXS:0000819					environmental_packages	MIXS:0000819	agriculture	pres_animal_insect	presence of pets, animals, or insects	The type and number of animals or insects present in the sampling space.	enumeration;count	[cat|dog|rodent|snake|other];{integer}	cat;5		X													1
BuiltEnvironment	pres_animal_insect			MIXS:0000819					environmental_packages	MIXS:0000819	built environment	pres_animal_insect	presence of pets, animals, or insects	The type and number of animals or insects present in the sampling space.	enumeration;count	[cat|dog|rodent|snake|other];{integer}	cat;5		X													1
HydrocarbonResourcesCores	pressure			MIXS:0000412					environmental_packages	MIXS:0000412	hydrocarbon resources-cores	pressure	pressure	Pressure to which the sample is subject to, in atmospheres	measurement value	{float} {unit}	50 atmosphere		X												atmosphere	1
HydrocarbonResourcesFluidsSwabs	pressure			MIXS:0000412					environmental_packages	MIXS:0000412	hydrocarbon resources-fluids/swabs	pressure	pressure	Pressure to which the sample is subject to, in atmospheres	measurement value	{float} {unit}	50 atmosphere		X												atmosphere	1
MicrobialMatBiofilm	pressure			MIXS:0000412					environmental_packages	MIXS:0000412	microbial mat/biofilm	pressure	pressure	Pressure to which the sample is subject to, in atmospheres	measurement value	{float} {unit}	50 atmosphere		X												atmosphere	1
MiscellaneousNaturalOrArtificialEnvironment	pressure			MIXS:0000412					environmental_packages	MIXS:0000412	miscellaneous natural or artificial environment	pressure	pressure	Pressure to which the sample is subject to, in atmospheres	measurement value	{float} {unit}	50 atmosphere		X												atmosphere	1
Sediment	pressure			MIXS:0000412					environmental_packages	MIXS:0000412	sediment	pressure	pressure	Pressure to which the sample is subject to, in atmospheres	measurement value	{float} {unit}	50 atmosphere		X												atmosphere	1
Water	pressure			MIXS:0000412					environmental_packages	MIXS:0000412	water	pressure	pressure	Pressure to which the sample is subject to, in atmospheres	measurement value	{float} {unit}	50 atmosphere		X												atmosphere	1
FoodFarmEnvironment	previous_land_use			MIXS:0000315					environmental_packages	MIXS:0000315	food-farm environment	previous_land_use	history/previous land use	Previous land use and dates.	land use name;date	{text};{timestamp}	fallow; 2018-05-11:T14:30Z		X													1
Soil	previous_land_use			MIXS:0000315					environmental_packages	MIXS:0000315	soil	previous_land_use	history/previous land use	Previous land use and dates	land use name;date	{text};{timestamp}			X													1
Soil	previous_land_use_meth			MIXS:0000316		https://www.ncbi.nlm.nih.gov/biosample/docs/attributes/ has previous_land_use_meth			environmental_packages	MIXS:0000316	soil	prev_land_use_meth	history/previous land use method	Reference or method used in determining previous land use and dates	PMID,DOI or url	{PMID}|{DOI}|{URL}			X													1
Water	primary_prod			MIXS:0000728					environmental_packages	MIXS:0000728	water	primary_prod	primary production	Measurement of primary production, generally measured as isotope uptake	measurement value	{float} {unit}	100 milligram per cubic meter per day		X												milligram per cubic meter per day, gram per square meter per day	1
WastewaterSludge	primary_treatment			MIXS:0000349					environmental_packages	MIXS:0000349	wastewater/sludge	primary_treatment	primary treatment	The process to produce both a generally homogeneous liquid capable of being treated biologically and a sludge that can be separately treated or processed	primary treatment type	{text}			X													1
Soil	profile_position			MIXS:0001084					environmental_packages	MIXS:0001084	soil	profile_position	profile position	Cross-sectional position in the hillslope where sample was collected.sample area position in relation to surrounding areas	enumeration	[summit|shoulder|backslope|footslope|toeslope]	summit		X													1
HumanAssociated	pulmonary_disord			MIXS:0000269					environmental_packages	MIXS:0000269	human-associated	pulmonary_disord	lung/pulmonary disorder	History of pulmonary disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, lung disease (https://disease-ontology.org/?id=DOID:850).	disorder name	{text}			X													m
BuiltEnvironment	quad_pos			MIXS:0000820					environmental_packages	MIXS:0000820	built environment	quad_pos	quadrant position	The quadrant position of the sampling room within the building	enumeration	[North side|West side|South side|East side]	West side		X													1
PlantAssociated	radiation_regm			MIXS:0000575					environmental_packages	MIXS:0000575	plant-associated	radiation_regm	radiation regimen	Information about treatment involving exposure of plant or a plant part to a particular radiation regimen; should include the radiation type, amount or intensity administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple radiation regimens	radiation type name;radiation amount;treatment interval and duration	{text};{float} {unit};{Rn/start_time/end_time/duration}	gamma radiation;60 gray;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M		X												rad, gray	m
PlantAssociated	rainfall_regm			MIXS:0000576					environmental_packages	MIXS:0000576	plant-associated	rainfall_regm	rainfall regimen	Information about treatment involving an exposure to a given amount of rainfall, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimens	measurement value;treatment interval and duration	{float} {unit};{Rn/start_time/end_time/duration}	15 millimeter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M		X												millimeter	m
WastewaterSludge	reactor_type			MIXS:0000350					environmental_packages	MIXS:0000350	wastewater/sludge	reactor_type	reactor type	Anaerobic digesters can be designed and engineered to operate using a number of different process configurations, as batch or continuous, mesophilic, high solid or low solid, and single stage or multistage	reactor type name	{text}			X													1
MicrobialMatBiofilm	redox_potential			MIXS:0000182					environmental_packages	MIXS:0000182	microbial mat/biofilm	redox_potential	redox potential	Redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential	measurement value	{float} {unit}	300 millivolt		X												millivolt	1
Sediment	redox_potential			MIXS:0000182					environmental_packages	MIXS:0000182	sediment	redox_potential	redox potential	Redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential	measurement value	{float} {unit}	300 millivolt		X												millivolt	1
Water	redox_potential			MIXS:0000182					environmental_packages	MIXS:0000182	water	redox_potential	redox potential	Redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential	measurement value	{float} {unit}	300 millivolt		X												millivolt	1
BuiltEnvironment	rel_humidity_out			MIXS:0000188					environmental_packages	MIXS:0000188	built environment	rel_humidity_out	outside relative humidity	The recorded outside relative humidity value at the time of sampling	measurement value	{float} {unit}	12 per kilogram of air		X												gram of air, kilogram of air	1
FoodFarmEnvironment	rel_location			MIXS:0001161					environmental_packages	MIXS:0001161	food-farm environment	rel_location	relative location of sample	Location of sampled soil to other parts of the farm e.g. under crop plant, near irrigation ditch, from the dirt road.	text	{text}	furrow		X													1
BuiltEnvironment	rel_samp_loc			MIXS:0000821					environmental_packages	MIXS:0000821	built environment	rel_samp_loc	relative sampling location	The sampling location within the train car	enumeration	[edge of car|center of car|under a seat]	center of car		X													1
FoodAnimalAndAnimalFeed	repository_name			MIXS:0001152					environmental_packages	MIXS:0001152	food-animal and animal feed	repository_name	repository name	"The name of the institution where the sample or DNA extract is held or ""sample not available"" if the sample was used in its entirety for analysis or otherwise not retained."	institution	{text}	FDA CFSAN Microbiology Laboratories		X													m
FoodFarmEnvironment	repository_name			MIXS:0001152					environmental_packages	MIXS:0001152	food-farm environment	repository_name	repository name	"The name of the institution where the sample or DNA extract is held or ""sample not available"" if the sample was used in its entirety for analysis or otherwise not retained."	Institution	{text}	FDA CFSAN Microbiology Laboratories		X													m
FoodFoodProductionFacility	repository_name			MIXS:0001152					environmental_packages	MIXS:0001152	food-food production facility	repository_name	repository name	"The name of the institution where the sample or DNA extract is held or ""sample not available"" if the sample was used in its entirety for analysis or otherwise not retained."	Institution	{text}	FDA CFSAN Microbiology Laboratories		X													m
FoodHumanFoods	repository_name			MIXS:0001152					environmental_packages	MIXS:0001152	food-human foods	repository_name	repository name	"The name of the institution where the sample or DNA extract is held or ""sample not available"" if the sample was used in its entirety for analysis or otherwise not retained."	Institution	{text}	FDA CFSAN Microbiology Laboratories		X													m
BuiltEnvironment	room_air_exch_rate			MIXS:0000169					environmental_packages	MIXS:0000169	built environment	room_air_exch_rate	room air exchange rate	The rate at which outside air replaces indoor air in a given space	measurement value	{float} {unit}			X												liter per hour	1
BuiltEnvironment	room_architec_elem			MIXS:0000233					environmental_packages	MIXS:0000233	built environment	room_architec_elem	room architectural elements	The unique details and component parts that, together, form the architecture of a distinguisahable space within a built structure	free text	{text}			X													1
BuiltEnvironment	room_condt			MIXS:0000822					environmental_packages	MIXS:0000822	built environment	room_condt	room condition	The condition of the room at the time of sampling	enumeration	[new|visible wear|needs repair|damaged|rupture|visible signs of mold/mildew]	new		X													1
BuiltEnvironment	room_connected			MIXS:0000826					environmental_packages	MIXS:0000826	built environment	room_connected	rooms connected by a doorway	List of rooms connected to the sampling room by a doorway	enumeration	[attic|bathroom|closet|conference room|elevator|examining room|hallway|kitchen|mail room|office|stairwell]	office		X													1
BuiltEnvironment	room_count			MIXS:0000234					environmental_packages	MIXS:0000234	built environment	room_count	room count	The total count of rooms in the built structure including all room types	value	{integer}			X													1
BuiltEnvironment	room_dim			MIXS:0000192					environmental_packages	MIXS:0000192	built environment	room_dim	room dimensions	The length, width and height of sampling room	measurement value	{integer} {unit} x {integer} {unit} x {integer} {unit}			X												meter	1
FoodFoodProductionFacility	room_dim			MIXS:0000192					environmental_packages	MIXS:0000192	food-food production facility	room_dim	room dimensions	The length, width and height of sampling room	measurement value	{integer} {unit} x {integer} {unit} x {integer} {unit}	4 meter x 4 meter x 4 meter		X												meter	1
BuiltEnvironment	room_door_dist			MIXS:0000193					environmental_packages	MIXS:0000193	built environment	room_door_dist	room door distance	Distance between doors (meters) in the hallway between the sampling room and adjacent rooms	measurement value	{integer} {unit}			X												meter	1
BuiltEnvironment	room_door_share			MIXS:0000242					environmental_packages	MIXS:0000242	built environment	room_door_share	rooms that share a door with sampling room	List of room(s) (room number, room name) sharing a door with the sampling room	room name;room number	{text};{integer}			X													1
BuiltEnvironment	room_hallway			MIXS:0000238					environmental_packages	MIXS:0000238	built environment	room_hallway	rooms that are on the same hallway	List of room(s) (room number, room name) located in the same hallway as sampling room	room name;room number	{text};{integer}			X													1
BuiltEnvironment	room_loc			MIXS:0000823					environmental_packages	MIXS:0000823	built environment	room_loc	room location in building	The position of the room within the building	enumeration	[corner room|interior room|exterior wall]	interior room		X													1
BuiltEnvironment	room_moist_dam_hist			MIXS:0000235					environmental_packages	MIXS:0000235	built environment	room_moist_dam_hist	room moisture damage or mold history	The history of moisture damage or mold in the past 12 months. Number of events of moisture damage or mold observed	value	{integer}			X													1
BuiltEnvironment	room_net_area			MIXS:0000194					environmental_packages	MIXS:0000194	built environment	room_net_area	room net area	The net floor area of sampling room. Net area excludes wall thicknesses	measurement value	{integer} {unit}			X												square feet, square meter	1
BuiltEnvironment	room_occup			MIXS:0000236					environmental_packages	MIXS:0000236	built environment	room_occup	room occupancy	Count of room occupancy at time of sampling	measurement value	{integer}			X													1
BuiltEnvironment	room_samp_pos			MIXS:0000824					environmental_packages	MIXS:0000824	built environment	room_samp_pos	room sampling position	The horizontal sampling position in the room relative to architectural elements	enumeration	[north corner|south corner|west corner|east corner|northeast corner|northwest corner|southeast corner|southwest corner|center]	south corner		X													1
BuiltEnvironment	room_type			MIXS:0000825					environmental_packages	MIXS:0000825	built environment	room_type	room type	The main purpose or activity of the sampling room. A room is any distinguishable space within a structure	enumeration	[attic|bathroom|closet|conference room|elevator|examining room|hallway|kitchen|mail room|private office|open office|stairwell|,restroom|lobby|vestibule|mechanical or electrical room|data center|laboratory_wet|laboratory_dry|gymnasium|natatorium|auditorium|lockers|cafe|warehouse]	bathroom		X													1
BuiltEnvironment	room_vol			MIXS:0000195					environmental_packages	MIXS:0000195	built environment	room_vol	room volume	Volume of sampling room	measurement value	{integer} {unit}			X												cubic feet, cubic meter	1
BuiltEnvironment	room_wall_share			MIXS:0000243					environmental_packages	MIXS:0000243	built environment	room_wall_share	rooms that share a wall with sampling room	List of room(s) (room number, room name) sharing a wall with the sampling room	room name;room number	{text};{integer}			X													1
BuiltEnvironment	room_window_count			MIXS:0000237					environmental_packages	MIXS:0000237	built environment	room_window_count	room window count	Number of windows in the room	value	{integer}			X													1
FoodFarmEnvironment	root_cond			MIXS:0001061					environmental_packages	MIXS:0001061	food-farm environment	root_cond	rooting conditions	Relevant rooting conditions such as field plot size, sowing density, container dimensions, number of plants per container.	PMID,DOI,url or free text	{PMID}|{DOI}|{URL}|{text}	http://himedialabs.com/TD/PT158.pdf		X													1
PlantAssociated	root_cond			MIXS:0001061					environmental_packages	MIXS:0001061	plant-associated	root_cond	rooting conditions	Relevant rooting conditions such as field plot size, sowing density, container dimensions, number of plants per container.	PMID,DOI,url or free text	{PMID}|{DOI}|{URL}|{text}	http://himedialabs.com/TD/PT158.pdf		X													1
Agriculture	root_med_carbon			MIXS:0000577					environmental_packages	MIXS:0000577	agriculture	root_med_carbon	rooting medium carbon	Source of organic carbon in the culture rooting medium; e.g. sucrose.	carbon source name;measurement value	{text};{float} {unit}	sucrose		X												milligram per liter	1
FoodFarmEnvironment	root_med_carbon			MIXS:0000577					environmental_packages	MIXS:0000577	food-farm environment	root_med_carbon	rooting medium carbon	Source of organic carbon in the culture rooting medium; e.g. sucrose.	carbon source name;measurement value	{text};{float} {unit}	sucrose		X												milligram per liter	1
PlantAssociated	root_med_carbon			MIXS:0000577					environmental_packages	MIXS:0000577	plant-associated	root_med_carbon	rooting medium carbon	Source of organic carbon in the culture rooting medium; e.g. sucrose.	carbon source name;measurement value	{text};{float} {unit}	sucrose		X												milligram per liter	1
Agriculture	root_med_macronutr			MIXS:0000578					environmental_packages	MIXS:0000578	agriculture	root_med_macronutr	rooting medium macronutrients	Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170 mg/L).	macronutrient name;measurement value	{text};{float} {unit}	KH2PO4;170 milligram per liter		X												milligram per liter	1
FoodFarmEnvironment	root_med_macronutr			MIXS:0000578					environmental_packages	MIXS:0000578	food-farm environment	root_med_macronutr	rooting medium macronutrients	Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170 mg/L).	macronutrient name;measurement value	{text};{float} {unit}	KH2PO4;170 milligram per liter		X												milligram per liter	1
PlantAssociated	root_med_macronutr			MIXS:0000578					environmental_packages	MIXS:0000578	plant-associated	root_med_macronutr	rooting medium macronutrients	Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170 mg/L).	macronutrient name;measurement value	{text};{float} {unit}	KH2PO4;170 milligram per liter		X												milligram per liter	1
