MIXS ID	Structured comment name	Item	Expected value	Value syntax	Occurrence	Preferred unit	Definition
MIXS:0000434	diss_inorg_carb	dissolved inorganic carbon	measurement value	{float} {unit}	1	microgram per liter, milligram per liter, parts per million, micromole per kilogram	Dissolved inorganic carbon concentration in the sample, typically measured after filtering the sample using a 0.45 micrometer filter
MIXS:0001085	drainage_class	drainage classification	enumeration	[very poorly|poorly|somewhat poorly|moderately well|well|excessively drained]	1		Drainage classification from a standard system such as the USDA system
MIXS:0000706	light_intensity	light intensity	measurement value	{float} {unit}	1	lux	Measurement of light intensity
MIXS:0000078	bin_software	binning software	names and versions of software(s) used	{software};{version}{PID}	1		Tool(s) used for the extraction of genomes from metagenomic datasets, where possible include a product ID (PID) of the tool(s) used.
MIXS:0000041	lib_layout	library layout	enumeration	[paired|single|vector|other]	1		Specify whether to expect single, paired, or other configuration of reads
MIXS:0000113	temp	temperature	measurement value	{float} {unit}	1	degree Celsius	Temperature of the sample at the time of sampling.
MIXS:0000425	nitrate	nitrate	measurement value	{float} {unit}	1	micromole per liter, milligram per liter, parts per million, micromole per kilogram	Concentration of nitrate in the sample
MIXS:0000034	encoded_traits	encoded traits	for plasmid: antibiotic resistance;for phage: converting genes	{text}	1		Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids, converting genes for phage
MIXS:0000430	potassium	potassium	measurement value	{float} {unit}	1	milligram per liter, parts per million	Concentration of potassium in the sample
MIXS:0000428	sodium	sodium	measurement value	{float} {unit}	1	milligram per liter, parts per million	Sodium concentration in the sample
MIXS:0001162	soil_porosity	soil sediment porosity	percent porosity	{percentage}	1	percentage	Porosity of soil or deposited sediment is volume of voids divided by the total volume of sample.
MIXS:0001139	food_source	food source	FOODON term	{termLabel} {[termID]}	1		Type of plant or animal from which the food product or its major ingredient is derived or a chemical food source [FDA CFSAN 1995].
MIXS:0001179	IFSAC_category	Interagency Food Safety Analytics Collaboration (IFSAC) category	IFSAC term	{text}	m		The IFSAC food categorization scheme has five distinct levels to which foods can be assigned, depending upon the type of food. First, foods are assigned to one of four food groups (aquatic animals, land animals, plants, and other). Food groups include increasingly specific food categories;dairy, eggs, meat and poultry, and game are in the land animal food group, and the category meat and poultry is further subdivided into more specific categories of meat (beef, pork, other meat) and poultry (chicken, turkey, other poultry). Finally, foods are differentiated by differences in food processing (such as pasteurized fluid dairy products, unpasteurized fluid dairy products, pasteurized solid and semi-solid dairy products, and unpasteurized solid and semi-solid dairy products. An IFSAC food category chart is available from https://www.cdc.gov/foodsafety/ifsac/projects/food-categorization-scheme.html PMID: 28926300.
MIXS:0000071	compl_appr	completeness approach	text	[marker gene|reference based|other]	1		The approach used to determine the completeness of a given genomic assembly, which would typically make use of a set of conserved marker genes or a closely related reference genome. For UViG completeness, include reference genome or group used, and contig feature suggesting a complete genome
MIXS:0000639	agrochem_addition	history/agrochemical additions	agrochemical name;agrochemical amount;timestamp	{text};{float} {unit};{timestamp}	m	gram, mole per liter, milligram per liter	Addition of fertilizers, pesticides, etc. - amount and time of applications
MIXS:0000012	env_broad_scale	broad-scale environmental context	The major environment type(s) where the sample was collected.	{termLabel} {[termID]}	1		Report the major environmental system the sample or specimen came from. The system(s) identified should have a coarse spatial grain, to provide the general environmental context of where the sampling was done (e.g. in the desert or a rainforest). We recommend using subclasses of EnvO’s biome class: http://purl.obolibrary.org/obo/ENVO_00000428. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS
MIXS:0000075	sort_tech	sorting technology	enumeration	[flow cytometric cell sorting|microfluidics|lazer-tweezing|optical manipulation|micromanipulation|other]	1		Method used to sort/isolate cells or particles of interest
MIXS:0000516	petroleum_hydrocarb	petroleum hydrocarbon	measurement value	{float} {unit}	1	micromole per liter	Concentration of petroleum hydrocarbon
MIXS:0000755	samp_store_loc	sample storage location	location name	{text}	1		Location at which sample was stored, usually name of a specific freezer/room
MIXS:0000119	diss_oxygen	dissolved oxygen	measurement value	{float} {unit}	1	micromole per kilogram, milligram per liter	Concentration of dissolved oxygen
MIXS:0000046	pcr_primers	pcr primers	FWD: forward primer sequence;REV:reverse primer sequence	FWD:{dna};REV:{dna}	1		PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment. This field should contain all the primers used for a single PCR reaction if multiple forward or reverse primers are present in a single PCR reaction. The primer sequence should be reported in uppercase letters
MIXS:0000094	alt	altitude	measurement value	{float} {unit}	1		Altitude is a term used to identify heights of objects such as airplanes, space shuttles, rockets, atmospheric balloons and heights of places such as atmospheric layers and clouds. It is used to measure the height of an object which is above the earth's surface. In this context, the altitude measurement is the vertical distance between the earth's surface above sea level and the sampled position in the air
MIXS:0000508	org_carb	organic carbon	measurement value	{float} {unit}	1	micromole per liter, microgram per liter	Concentration of organic carbon
MIXS:0000683	bac_prod	bacterial production	measurement value	{float} {unit}	1	milligram per cubic meter per day	Bacterial production in the water column measured by isotope uptake
MIXS:0000426	nitrite	nitrite	measurement value	{float} {unit}	1	micromole per liter, milligram per liter, parts per million, micromole per kilogram	Concentration of nitrite in the sample
MIXS:0001123	farm_equip_shared	equipment shared with other farms	AGRO:00000416	{termLabel} {[termID]}	m		List of planting, growing or harvesting equipment shared with other farms. This field accepts terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes.
MIXS:0000607	al_sat	extreme_unusual_properties/Al saturation	measurement value	{float} {unit}	1	percentage	Aluminum saturation (esp. For tropical soils)
MIXS:0000006	wga_amp_kit	WGA amplification kit	kit name	{text}	1		Kit used to amplify genomic DNA in preparation for sequencing
MIXS:0000054	single_cell_lysis_prot	single cell or viral particle lysis kit protocol	kit, protocol name	{text}	1		Name of the kit or standard protocol used for cell(s) or particle(s) lysis
MIXS:0001335	spikein_count	spike-in organism count	organism name;measurement value;enumeration	{text};{float} {unit};[ATP|MPN|qPCR|other]	1	colony forming units per milliliter;colony forming units per gram of dry weight	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) should also be provided (example: total prokaryotes;3.5e7 cells per ml;qPCR).
MIXS:0000162	diss_org_nitro	dissolved organic nitrogen	measurement value	{float} {unit}	1	micromole per liter, microgram per liter, milligram per liter	Dissolved organic nitrogen concentration measured as;total dissolved nitrogen - NH4 - NO3 - NO2
MIXS:0000314	cur_vegetation_meth	current vegetation method	PMID,DOI or url	{PMID}|{DOI}|{URL}	1		Reference or method used in vegetation classification
MIXS:0000017	size_frac	size fraction selected	filter size value range	{float}-{float} {unit}	1		Filtering pore size used in sample preparation
MIXS:0000016	samp_mat_process	sample material processing	text	{text}	1		A brief description of any processing applied to the sample during or after retrieving the sample from environment, or a link to the relevant protocol(s) performed.
MIXS:0000055	wga_amp_appr	WGA amplification approach	enumeration	[pcr based|mda based]	1		Method used to amplify genomic DNA in preparation for sequencing
MIXS:0000079	reassembly_bin	reassembly post binning	boolean	{boolean}	1		Has an assembly been performed on a genome bin extracted from a metagenomic assembly?
MIXS:0000076	single_cell_lysis_appr	single cell or viral particle lysis approach	enumeration	[chemical|enzymatic|physical|combination]	1		Method used to free DNA from interior of the cell(s) or particle(s)
MIXS:0000013	env_local_scale	local environmental context	Environmental entities having causal influences upon the entity at time of sampling.	{termLabel} {[termID]}	1		Report the entity or entities which are in the sample or specimen’s local vicinity and which you believe have significant causal influences on your sample or specimen. We recommend using EnvO terms which are of smaller spatial grain than your entry for env_broad_scale. Terms, such as anatomical sites, from other OBO Library ontologies which interoperate with EnvO (e.g. UBERON) are accepted in this field. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS. 
MIXS:0001175	water_pH	water pH	measurement value	{float}	1		pH measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid.
MIXS:0000042	lib_vector	library vector	vector	{text}	1		Cloning vector type(s) used in construction of libraries
MIXS:0000751	chem_administration	chemical administration	CHEBI;timestamp	{termLabel} {[termID]};{timestamp}	m		List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter);can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi.
MIXS:0000014	env_medium	environmental medium	The material displaced by the entity at time of sampling	{termLabel} {[termID]}	1		Report the environmental material(s) immediately surrounding the sample or specimen at the time of sampling. We recommend using subclasses of 'environmental material' (http://purl.obolibrary.org/obo/ENVO_00010483). EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS . Terms from other OBO ontologies are permissible as long as they reference mass/volume nouns (e.g. air, water, blood) and not discrete, countable entities (e.g. a tree, a leaf, a table top).
MIXS:0000191	turbidity	turbidity	measurement value	{float} {unit}	1	formazin turbidity unit, formazin nephelometric units, nephelometric turbidity units	Measure of the amount of cloudiness or haziness in water caused by individual particles.
